1626,618,645,931,588,541,1733,558,1049,956
1461,592,579,791,521,527,1727,534,918,908
2045,873,856,1205,656,668,2046,632,1141,1048
2098,886,815,1073,666,694,1907,594,1079,1042
1716,678,672,884,544,540,1794,633,1008,1005
1901,765,726,1059,672,663,1772,629,1143,1020
12691,4715,2918,3762,2659,1965,4918,2454,3515,2942
2032,853,763,1074,606,614,1886,642,1100,1005
1846,752,642,899,574,557,1692,565,975,928
6890,1778,1280,1738,1051,765,2774,1025,1714,1361
2715,908,875,1109,747,686,1782,740,1371,1286
2259,916,727,930,639,625,1698,620,1052,1053
2179,796,725,967,689,627,1864,621,1021,1045
16035,5175,3164,3671,2724,2129,5171,2867,3631,3013
1814,703,758,907,620,604,1711,559,979,925
1963,739,831,947,613,615,1897,564,979,930
13158,3354,1874,2814,1582,1123,4403,1893,2882,1790
1720,610,717,953,505,483,1862,470,821,821
2042,807,876,943,632,633,1755,561,1031,1031
1820,735,704,915,627,591,1834,642,1034,983
29145,7917,4497,6376,3985,2800,7987,4334,6282,4256
12679,3472,2074,3041,1803,1207,4256,1890,2906,1830
1786,638,727,886,577,555,2022,518,955,908
1969,742,770,1033,661,602,2133,639,1031,1003
2269,839,830,1065,716,634,2108,701,1164,1098
1770,716,716,1065,602,545,1974,510,877,858
1774,699,704,921,581,543,1773,586,975,921
2073,779,735,1230,620,578,1715,598,947,945
1907,765,809,944,691,695,1755,676,1101,1045
1635,619,606,852,523,468,1849,493,919,838
1923,750,740,1057,538,532,1813,505,896,894
1349,538,587,856,486,490,1524,415,763,794
1644,597,610,977,473,430,1634,395,747,746
2579,1054,788,1095,763,694,2019,821,1397,1268
3502,1337,921,1284,897,792,2177,964,1654,1304
4114,1417,975,1358,930,795,2276,934,1673,1322
2616,1055,926,1083,767,798,1792,858,1411,1351
2758,1170,1065,1292,892,848,1939,849,1457,1327
1910,821,695,950,717,663,1856,753,1257,1073
3632,1356,946,1316,974,883,2312,999,1634,1429
8758,2381,1333,2383,1208,852,2876,1298,2050,1479
4847,1737,1285,1901,1336,1176,3143,1514,2370,2080
1837,830,747,928,631,644,1682,596,1095,1024
2961,1040,874,1112,775,756,1757,806,1411,1222
2179,856,758,1067,679,595,1730,626,1128,1025
1683,647,647,922,509,465,1947,464,805,825
1687,695,630,762,568,558,2147,644,1048,904
2369,947,939,1233,730,777,1968,697,1208,1024
1985,778,725,974,607,594,1790,556,925,891
2431,1054,949,1295,844,778,1958,837,1357,1194
2232,811,685,894,535,479,1984,418,661,659
2179,844,779,1014,663,661,1966,647,1100,1071
2957,1078,1042,1203,834,793,1864,763,1371,1271
1652,663,743,896,541,581,1690,495,890,905
2358,913,787,992,613,610,1641,509,839,767
2011,822,667,886,607,565,1808,578,1079,963
15128,4181,2429,3723,2016,1397,5049,2171,3310,2134
1994,779,737,864,593,598,1424,586,971,991
7734,2127,1496,2076,1145,856,3172,1092,1804,1394
2425,856,778,1016,675,591,2055,600,929,878
2184,877,787,1036,628,626,2110,579,1096,862
2388,882,841,1028,598,555,1951,563,932,816
3096,1192,1141,1291,877,850,2026,819,1415,1282
2244,904,877,1137,690,643,1863,677,1099,1040
2343,878,762,1234,611,587,1830,595,1098,935
1852,800,754,1138,640,579,1945,519,888,842
1921,770,766,1012,622,633,2017,553,1015,992
2556,983,850,1060,726,674,2196,710,1233,1066
3156,1249,1030,1259,760,770,2104,888,1452,1281
27083,6760,3642,5701,3002,1881,7538,3484,5362,2923
15482,4483,2658,3705,2449,1866,4837,2853,3929,2838
1974,779,727,1051,590,538,2019,544,951,847
1949,778,752,908,685,686,1949,703,1134,1041
3875,1183,945,1323,780,666,2291,806,1269,1046
27252,7348,4469,5624,3739,2772,8392,4230,5822,4004
1824,690,769,1035,563,555,1919,566,976,974
2607,903,823,930,742,699,1881,716,1098,904
1959,717,815,944,674,535,1846,596,977,1016
2748,932,780,1089,679,626,2117,680,1130,962
13959,3367,1981,3180,1608,1112,4465,1872,2736,1768
2122,806,804,969,738,613,1533,658,1025,1031
2609,1040,880,1094,701,690,2136,722,1175,1008
4416,1330,922,1358,809,706,2555,827,1347,1074
2763,973,833,1077,631,597,1840,618,994,913
8305,2249,1389,2039,1146,826,3097,1203,1869,1381
2073,773,751,1006,643,537,1964,569,951,917
14501,5245,3186,3921,2763,2041,5244,2733,3719,2929
13824,4023,2455,3221,2098,1557,4288,2247,3334,2363
2345,873,629,933,641,551,1423,621,1066,866
3412,1160,1072,1401,836,785,1939,825,1488,1343
3702,1253,1034,1321,860,736,2523,826,1266,1174
1895,673,725,865,550,519,1773,518,897,885
5749,1680,1113,1470,973,754,2249,1118,1677,1397
3015,1079,909,1152,739,660,1995,664,1193,1024
2147,835,775,1047,637,609,2093,631,1110,1010
2434,865,697,945,584,507,2002,486,811,666
8053,2209,1350,2103,1141,875,2815,1298,2001,1460
3349,1212,1040,1340,850,740,1873,813,1510,1308
1787,855,699,965,623,632,1855,620,1046,953
2115,762,780,988,594,600,2004,582,1007,920
2061,811,795,1314,699,625,2018,634,1028,990
2354,972,910,1164,729,687,1998,694,1141,1130
1921,718,682,852,600,586,1825,625,1116,1014
5946,1763,1050,1591,921,704,2778,938,1585,1221
14129,3741,2217,3306,1836,1336,4419,1998,3048,2197
2534,1049,960,1153,805,740,1704,754,1306,1256
1861,779,695,1024,632,623,1520,654,1090,1045
1616,667,652,850,561,539,1603,540,894,903
11336,3079,1911,2699,1577,1201,3710,1729,2647,1974
16007,4146,2281,3546,2117,1478,4399,2502,3849,2297
3242,1148,1121,1513,829,822,2358,779,1352,1391
5901,1626,1093,1701,906,695,2972,944,1424,1178
3375,1165,1088,1371,865,791,2304,815,1229,1184
1973,764,703,1383,635,622,1802,569,1097,876
9452,2373,1351,2232,1182,856,3202,1312,2078,1376
3477,1211,957,1218,742,679,1756,733,1350,1066
17802,4946,2884,3660,2596,1885,5237,2856,3686,2681
2750,1011,871,1291,756,631,1906,703,1212,1152
8625,2341,1390,2243,1253,924,3242,1231,1925,1452
2611,1054,861,1186,780,659,1894,725,1193,1125
2025,812,761,1018,606,609,1877,634,1183,1081
2364,956,828,1063,739,695,2005,752,1300,1137
5328,1637,1127,1690,1071,915,2488,1021,1845,1364
2368,863,817,966,632,575,1798,595,1113,1002
1715,643,620,873,524,462,1498,474,843,761
15672,3902,2014,3275,1785,1102,4296,1964,3236,1834
11167,2984,1867,2640,1645,1137,3959,1751,2594,1749
9355,2478,1511,2453,1332,996,3424,1388,2278,1571
2064,796,679,982,613,545,1609,609,1023,941
8974,2532,1302,2097,1268,915,3259,1437,2257,1513
1946,715,550,800,506,449,1812,502,919,829
3714,1334,984,1340,1003,861,2275,1001,1752,1450
3119,1000,762,1200,768,671,2092,736,1307,1134
2539,1028,808,1009,745,704,1893,730,1267,1161
1942,822,709,1164,648,578,1861,636,1165,968
7944,2271,1442,2137,1278,948,3155,1361,2067,1643
3280,1160,870,1182,752,651,1974,730,1283,1102
2972,1152,978,1303,901,880,1835,884,1640,1381
2710,1025,876,1179,750,678,1825,700,1251,1107
2743,1114,947,1220,812,843,2169,854,1540,1367
4317,1509,1079,1395,981,788,2411,959,1689,1305
2269,858,680,856,598,558,1805,651,1148,1020
4651,1423,1048,1504,906,714,2351,908,1506,1274
11686,3387,1920,2949,1731,1223,3723,1747,2842,1866
9910,2662,1521,2355,1389,953,3737,1485,2267,1568
15468,4170,2416,3648,2259,1684,4758,2493,3905,2524
3391,1082,851,1156,702,555,1686,653,1131,996
11427,3062,1892,2789,1762,1260,3888,2018,2946,2007
16298,4309,2519,3530,2318,1559,5107,2537,3694,2468
18583,5278,3158,4148,2791,2089,5391,3052,4499,3172
2127,850,790,1044,711,688,1938,772,1266,1143
7616,2229,1461,2431,1110,929,2945,1151,1797,1347
24710,6728,3777,5452,3323,2356,6933,3820,5609,3658
2608,919,829,1005,688,592,1742,642,1184,1056
2344,995,952,1242,878,841,1885,846,1496,1357
1848,762,703,1022,624,583,1639,626,1131,999
5093,1533,1099,1666,974,824,2711,955,1550,1364
2053,787,745,1182,594,565,1854,574,980,921
2796,959,876,1300,721,670,1795,636,1147,1047
2068,774,761,949,646,611,1981,582,1003,953
12658,3621,2066,3041,1818,1292,4410,2062,3131,2143
2070,739,653,864,591,517,1970,637,1020,935
2176,859,886,1063,755,737,2044,738,1218,1181
12315,3180,1899,2995,1602,1044,4188,1683,2695,1706
2864,1055,857,1097,823,710,2043,868,1465,1261
2633,991,785,1026,722,647,1447,709,1285,1078
4840,1567,1007,1418,901,743,2017,951,1619,1283
3333,1179,886,1211,739,680,1663,827,1428,1195
25182,6162,3427,5378,2880,1946,6877,3502,5068,2925
1913,811,802,1003,707,662,1659,667,1174,1152
20255,5991,3465,4157,3113,2298,6135,3353,4339,3273
2742,848,653,938,623,541,1865,629,1069,1029
3201,1193,1000,1278,929,798,1852,905,1549,1347
4506,1770,1265,1675,1147,1042,2411,1170,1964,1683
11030,2852,1630,2569,1433,990,3990,1548,2544,1607
4594,1456,1014,1541,890,715,2209,881,1486,1176
2477,914,794,994,684,612,2001,659,1180,918
2679,971,585,962,617,523,1748,662,1104,1040
9948,2648,1484,2479,1372,970,3392,1547,2415,1529
4378,1290,823,1278,732,628,2221,824,1354,1045
14382,5048,2996,3786,2621,2012,4763,2626,3611,2750
2107,903,837,1128,696,665,1827,642,1160,1153
3107,1060,932,1138,714,663,2020,716,1173,1085
2448,930,880,1117,713,697,2125,646,1154,1094
2291,971,869,1203,696,682,1811,714,1253,1151
3011,1161,929,1314,839,778,2104,858,1274,1202
2046,807,737,983,666,605,1923,613,1046,1007
11819,3298,1859,2926,1579,1075,4383,1683,2748,1762
15599,4098,2338,3679,2102,1341,5213,2242,3325,2192
1733,707,634,894,600,545,1682,646,1080,1036
2818,1176,979,1146,752,676,1737,729,1310,1211
2159,881,852,942,716,667,1602,717,1245,1137
2361,986,841,968,735,710,1655,737,1210,1118
27635,7552,4482,6178,4081,2963,7719,4876,6789,4168
2827,1254,1091,1162,1062,956,1628,1075,1901,1623
2448,1021,801,1030,707,669,1698,711,1252,1115
27163,7257,4170,5918,3534,2536,7637,3981,5518,3802
5427,1842,1325,1781,1151,963,2379,1233,2003,1711
2859,1213,1052,1302,830,793,1753,919,1668,1457
10889,2987,1627,2687,1423,986,3680,1534,2507,1704
12957,3588,2312,3397,1963,1555,5223,2124,3501,2438
2594,1077,882,1234,792,719,2000,810,1321,1205
2041,783,736,1041,610,581,1757,607,1001,910
1918,789,796,1034,706,658,1735,657,1201,1055
1801,761,737,1296,623,538,1652,583,1035,945
2128,814,768,964,581,545,2071,590,1025,947
12902,3367,2031,3072,1818,1301,4625,1899,2928,2035
21242,5388,2874,4648,2470,1620,5762,2960,4402,2723
9047,2552,1518,2240,1251,1004,3219,1340,2079,1574
2578,950,702,958,607,586,1249,696,1272,985
8313,2188,1276,2020,1172,854,3165,1297,2149,1489
1812,799,777,1017,647,671,1929,702,1188,1180
5675,1785,1247,1741,1068,847,2645,1151,1748,1503
1865,724,680,979,588,546,1873,593,1033,1002
1921,778,745,1104,658,619,2061,668,1171,1064
7494,2070,1308,1971,1144,905,3022,1270,1873,1423
2812,1022,708,1017,712,637,1964,751,1306,1143
5556,1660,1165,1580,1014,767,2100,1066,1602,1301
2053,943,903,1074,687,663,1709,634,1126,1074
3373,1216,975,1223,842,735,2140,833,1405,1243
1833,823,775,1074,683,633,1751,630,1113,1085
21917,5998,3407,4728,2922,2005,6245,3434,4748,2958
7934,2878,2323,2611,2070,1889,3593,2150,3355,2840
1909,845,743,1014,646,617,1456,601,1056,1044
2240,914,844,970,670,623,1586,676,1110,1001
2164,900,753,960,590,562,2007,598,973,825
14231,3688,2110,3142,1890,1278,4467,2028,3126,2004
12067,3146,1757,2860,1486,1051,4073,1621,2638,1659
2977,1187,947,1139,861,745,1776,811,1388,1248
2785,1153,1089,1247,864,831,1884,818,1455,1439
5311,1606,1163,1612,998,863,2382,1034,1606,1254
4314,1337,922,1285,758,617,2201,744,1274,1013
2574,890,771,871,606,516,2148,634,1043,973
2406,851,790,974,662,606,1866,591,1081,952
4117,1285,938,1356,834,750,2439,807,1313,1143
2178,765,841,1005,665,654,1943,643,1099,970
5212,1546,1070,1434,911,730,2702,886,1434,1149
2016,764,744,1048,613,637,1987,544,987,973
21382,5648,3298,4750,2830,1982,6037,3237,4803,3085
10080,3302,2173,2668,1946,1704,3440,2208,3179,2432
1907,720,657,958,561,476,2002,500,874,804
2001,766,861,959,640,567,1662,575,980,1023
5068,1463,923,1383,801,655,2230,796,1359,1087
7087,2036,1333,1922,1123,859,2934,1100,1686,1229
2076,770,785,981,602,549,1998,594,1018,962
1886,703,679,1102,621,608,1787,613,1022,915
20258,5505,3288,4701,3011,2268,5905,3576,5037,3531
2011,880,720,1058,648,596,1882,606,1051,970
1936,667,656,925,540,563,1837,494,895,848
3406,1180,868,1284,764,750,2063,755,1318,1119
3171,1255,910,1312,831,740,2177,860,1545,1268
3053,1096,892,1192,822,806,2235,813,1398,1160
3386,1307,1022,1340,968,941,1884,1083,1881,1636
2145,810,795,1172,686,678,1747,696,1106,1041
2794,1269,1100,1228,882,761,2149,836,1410,1255
3512,1345,1233,1478,1018,965,2176,956,1720,1573
23797,6170,3521,5246,2990,2062,6623,3429,5176,3192
2288,881,798,1108,751,738,1853,746,1248,1138
3517,1359,1127,1501,917,902,2424,959,1645,1485
3877,1470,1028,1338,1005,869,2651,1075,1806,1545
2574,1046,969,1362,827,829,1989,899,1507,1319
1716,710,669,912,532,488,1907,484,808,817
1920,692,683,1083,586,530,2089,554,956,866
2337,1010,892,1047,688,705,1863,690,1188,1024
3297,1376,1324,1449,1134,960,2211,1131,1700,1600
2028,738,750,1057,644,599,2049,545,964,860
2181,885,756,1100,674,628,1997,676,1148,1014
17221,4707,2597,3664,2229,1620,5174,2547,3536,2376
1820,797,720,950,581,615,1658,595,977,953
1630,575,642,979,453,438,1813,446,798,747
1781,766,793,1248,629,601,1940,566,984,1003
2477,937,917,1416,712,701,2505,684,1183,1089
7037,1940,1273,1789,1142,823,2966,1083,1796,1354
1924,794,683,1031,592,603,1908,631,1055,968
1640,646,689,886,588,528,1884,557,957,917
2129,840,834,1020,648,588,1551,580,1132,1088
2238,790,753,916,647,654,1858,655,1091,1088
1931,812,786,1088,727,679,1742,695,1257,1196
1798,789,750,966,580,545,1799,528,987,966
1937,823,895,1113,614,643,2112,628,1085,1009
1841,721,707,778,526,524,2069,513,820,847
3555,1204,901,1443,773,636,1844,717,1222,1000
8804,2512,1549,2193,1369,1046,3270,1393,2303,1691
5088,1577,1090,1641,931,797,2504,974,1498,1221
3316,1117,908,1200,790,714,1844,788,1314,1197
2135,831,806,1080,702,707,2076,710,1181,1120
2986,1100,836,1234,717,676,1862,717,1201,1062
9132,2485,1499,2320,1439,1055,3498,1552,2495,1613
2002,788,724,935,625,597,1837,610,1008,997
2085,840,783,1012,623,674,1628,678,1271,1143
2301,971,902,1124,732,720,1641,753,1276,1108
2084,829,742,971,637,588,1823,573,995,931
4270,1373,979,1492,852,661,2386,821,1387,1109
2581,899,786,1073,613,573,2067,623,1079,1092
4074,1261,847,1229,734,560,2810,708,1110,922
1871,742,704,1006,570,538,1879,573,978,990
4067,1313,1085,1348,955,846,2185,905,1488,1243
5855,1595,1006,1495,916,668,2580,929,1443,1204
15447,3953,2232,3403,2013,1343,4910,2196,3535,2184
3136,1033,932,1166,762,712,2491,828,1317,1124
2433,962,794,1176,624,635,2066,580,993,940
9359,2463,1581,2345,1440,1010,3176,1461,2317,1581
3273,1295,1117,1252,963,870,1765,981,1657,1488
3378,1249,1006,1230,915,846,1899,982,1725,1464
8497,2274,1361,2117,1201,872,3284,1304,2131,1504
1727,669,612,835,527,499,1843,520,943,844
2552,918,780,1122,682,620,1885,642,1169,1002
2539,946,992,1186,779,690,2255,718,1175,1085
2928,939,718,1069,662,541,2104,680,1088,990
4656,1484,1005,1502,886,795,2585,964,1508,1315
2266,835,832,1042,708,676,2055,682,1177,1118
1905,721,670,834,590,594,1493,570,947,959
5013,1450,1053,1472,886,716,2370,874,1450,1098
27213,6952,3949,5776,3554,2392,7351,4208,6100,3566
1764,764,719,1113,588,587,1708,614,1027,943
2039,774,766,1069,604,572,1778,558,1101,967
1473,650,601,871,513,491,1673,532,878,860
2416,887,698,932,613,540,2055,619,1076,888
26874,6508,3609,5572,3056,2015,7042,3540,5410,3134
13959,3753,2148,3159,1955,1302,4525,2143,3294,2053
2629,1084,1031,1177,790,812,1926,772,1457,1306
11999,3202,1938,2964,1665,1164,4538,1736,2771,1748
2099,758,756,1012,635,570,1780,577,1027,969
1646,653,721,879,543,562,1780,494,827,817
2069,814,768,1441,640,632,1665,662,1068,1041
3442,1163,838,1189,701,630,2182,742,1138,1018
1899,663,674,1009,506,530,1792,453,832,863
3145,1039,799,1011,685,597,2097,652,1141,982
3510,1501,1208,1444,1234,1108,1852,1419,2362,1939
1775,711,637,776,564,527,1566,530,850,801
3471,1166,976,1411,838,686,2155,713,1340,1147
1904,743,801,1113,617,595,1728,617,1049,936
3366,1082,935,1220,789,698,1991,765,1237,1134
2336,841,812,1140,706,637,1953,582,1038,1026
2132,806,722,1005,577,584,1646,572,953,948
2543,896,762,1031,631,585,2333,628,1121,1032
2751,1061,1055,1253,842,810,2010,816,1337,1199
1794,650,700,835,558,520,2165,472,847,805
1862,782,733,928,623,574,1872,675,1097,992
18845,4632,2646,4150,2172,1464,5500,2594,4096,2403
10735,3032,1908,2747,1560,1170,3537,1742,2632,1868
1844,724,664,786,545,497,1565,527,858,896
1511,693,644,794,548,528,1671,538,980,931
2946,939,729,1016,670,672,2528,626,1151,1019
1734,660,643,1372,558,541,1519,568,898,808
1984,691,743,999,583,559,1805,583,998,894
6727,1803,1193,1857,1005,770,2776,1008,1533,1227
2371,890,851,1088,704,754,1905,673,1220,1041
2002,825,848,1029,609,595,1979,583,1131,1043
10831,3166,1819,2623,1654,1249,3500,1823,2984,2137
11316,3370,2113,2913,2048,1645,3818,2276,3391,2569
2254,829,744,1069,651,569,1839,571,951,885
2410,897,874,1010,794,743,1737,738,1209,1219
2091,887,802,1168,701,673,1744,631,1191,1070
2226,886,816,1128,711,665,1964,601,1014,1020
2126,776,716,999,575,530,1722,568,845,819
2369,902,802,1053,767,783,2046,779,1290,1152
8147,2164,1308,1966,1134,820,3308,1191,1909,1366
2090,864,833,1057,678,608,2236,608,1037,1001
1950,749,737,887,596,579,1541,512,887,903
2607,1043,873,993,693,652,2320,623,1044,904
2517,1030,931,1153,841,799,1845,727,1294,1227
2004,833,763,999,636,630,1707,561,1033,958
1832,750,800,939,609,565,2038,586,1015,938
2227,951,913,1086,723,721,1751,728,1216,1147
1422,694,653,871,625,624,1439,613,957,958
2242,948,890,1062,723,692,2044,681,1162,1134
1865,686,687,887,598,565,1705,511,917,941
18975,4941,2746,4330,2365,1520,5651,2549,3912,2425
2108,855,858,1118,693,709,2352,662,1113,981
5591,1534,1107,1462,880,680,3116,886,1442,1065
1762,840,829,1055,684,670,1494,641,1084,1121
4712,1485,1115,1451,863,684,2378,823,1238,1112
1860,731,708,885,612,537,2065,570,901,929
1739,651,799,1009,583,551,2005,524,993,957
2536,1078,973,1193,835,806,1823,870,1428,1375
2635,1072,879,1127,794,749,1544,832,1460,1318
5642,1646,1050,1623,899,716,2533,875,1470,1199
2092,787,641,905,536,511,2169,473,821,719
2272,891,806,1097,667,646,2015,588,970,893
2342,908,890,1118,701,653,1714,701,1116,1022
2611,1058,851,1149,740,727,1824,776,1452,1210
10132,2840,1882,2614,1488,1181,3553,1630,2438,1915
1919,758,723,934,559,614,1806,568,939,944
2200,798,676,1004,618,519,1965,618,1109,928
6046,1761,1138,1581,961,708,2290,938,1534,1217
4455,1457,1010,1333,770,679,1833,867,1568,1230
2222,724,700,1095,576,519,1731,553,976,911
3935,1513,1351,1483,1171,1079,2087,1217,1924,1661
3773,1353,1125,1335,975,866,1913,975,1735,1404
11370,3119,1830,2715,1624,1229,3820,1834,2818,1941
2606,1025,1167,1307,1021,962,2160,959,1628,1568
9287,2569,1419,2375,1333,927,3433,1407,2283,1549
5919,1742,1203,1638,965,786,2546,1043,1561,1279
2740,1014,805,1069,753,669,2064,795,1272,1187
2484,964,916,1029,785,750,1687,800,1472,1320
2411,986,775,996,717,645,1865,838,1312,1150
2299,915,955,1069,777,749,1641,767,1429,1332
3643,1462,1209,1441,1132,1028,2060,1103,1961,1657
2352,831,816,1049,679,637,2066,581,1046,989
2041,848,751,959,667,701,2089,645,1142,1083
16535,4565,2477,3734,2113,1343,5092,2264,3531,2324
5489,1635,1014,1650,921,779,2572,921,1349,1160
2775,1118,930,1628,789,767,2042,817,1366,1165
8492,2336,1386,2081,1295,858,3370,1282,2050,1388
1993,888,738,1022,709,684,1866,739,1252,1164
3684,1183,800,1211,724,593,2122,776,1264,1163
13655,3605,2030,2973,1661,1195,4546,1928,2723,1695
2410,973,928,1086,722,665,1820,664,1125,1021
1975,763,745,1004,621,604,1865,553,1006,993
2506,1014,900,1038,779,784,2017,848,1400,1311
3515,1181,864,1117,737,607,2116,707,1205,1069
3764,1328,1159,1348,1016,854,2031,963,1715,1430
1876,816,812,1032,713,616,1707,599,1191,1095
2034,756,665,1053,638,605,1637,620,1027,978
11115,3522,2087,2785,1910,1442,3763,1974,2867,2160
3955,1146,717,1156,646,540,1921,727,1217,964
2275,983,846,1278,778,763,2005,821,1327,1140
16950,4524,2583,3568,2240,1672,5054,2509,3683,2465
14972,4226,2561,3172,2188,1626,4473,2361,3327,2395
3210,1292,1054,1282,866,793,2077,857,1468,1325
